tick,liveCells,deadCells,emptyCells,avgFood,totalFood,maxHeight,avgAntibiotic,maxAntibiotic
1634,658,0,9342,0.425932,4259.32,26,0,0
1635,659,0,9341,0.425874,4258.74,26,0,0
1636,661,0,9339,0.425798,4257.98,26,0,0
1637,661,0,9339,0.425695,4256.95,26,0,0
1638,661,0,9339,0.425621,4256.21,26,0,0
1639,664,0,9336,0.425563,4255.63,26,0,0
1640,664,0,9336,0.425436,4254.36,26,0,0
1641,664,0,9336,0.425333,4253.33,26,0,0
1642,665,0,9335,0.425246,4252.46,26,0,0
1643,666,0,9334,0.425137,4251.37,26,0,0
1644,666,0,9334,0.425041,4250.41,26,0,0
1645,666,0,9334,0.424983,4249.83,26,0,0
1646,666,0,9334,0.424926,4249.26,26,0,0
1647,668,0,9332,0.42489,4248.9,26,0,0
1648,669,0,9331,0.424795,4247.95,26,0,0
1649,669,0,9331,0.424705,4247.05,26,0,0
1650,672,0,9328,0.424642,4246.42,26,0,0
1651,673,0,9327,0.424536,4245.36,26,0,0
1652,675,0,9325,0.424423,4244.23,26,0,0
1653,677,0,9323,0.424297,4242.97,26,0,0
1654,677,0,9323,0.424158,4241.58,26,0,0
1655,678,0,9322,0.42404,4240.4,26,0,0
1656,679,0,9321,0.423922,4239.22,26,0,0
1657,679,0,9321,0.423806,4238.06,26,0,0
1658,679,0,9321,0.423717,4237.17,26,0,0
1659,680,0,9320,0.423662,4236.62,26,0,0
1660,681,0,9319,0.423585,4235.85,26,0,0
1661,683,0,9317,0.423507,4235.07,26,0,0
1662,683,0,9317,0.423389,4233.89,26,0,0
1663,684,0,9316,0.423299,4232.99,26,0,0
1664,684,0,9316,0.42319,4231.9,26,0,0
1665,684,0,9316,0.423103,4231.03,26,0,0
1666,684,0,9316,0.423044,4230.44,26,0,0
1667,685,0,9315,0.422983,4229.83,26,0,0
1668,686,0,9314,0.422908,4229.08,26,0,0
1669,686,0,9314,0.422832,4228.32,26,0,0
1670,687,0,9313,0.422777,4227.77,26,0,0
1671,687,0,9313,0.422718,4227.18,26,0,0
1672,687,0,9313,0.42267,4226.7,26,0,0
1673,687,0,9313,0.422624,4226.24,26,0,0
1674,688,0,9312,0.42259,4225.9,26,0,0
1675,688,0,9312,0.422547,4225.47,26,0,0
1676,688,0,9312,0.422508,4225.08,26,0,0
1677,688,0,9312,0.422482,4224.82,26,0,0
1678,688,0,9312,0.422454,4224.54,26,0,0
1679,688,0,9312,0.422434,4224.34,26,0,0
1680,689,0,9311,0.422417,4224.17,26,0,0
1681,690,0,9310,0.422372,4223.72,26,0,0
1682,690,0,9310,0.422308,4223.08,26,0,0
1683,690,0,9310,0.422263,4222.63,26,0,0
1684,691,0,9309,0.422222,4222.22,26,0,0
1685,692,0,9308,0.422157,4221.57,26,0,0
1686,692,0,9308,0.422096,4220.96,26,0,0
1687,693,0,9307,0.422049,4220.49,26,0,0
1688,693,0,9307,0.422005,4220.05,26,0,0
1689,695,0,9305,0.421962,4219.62,26,0,0
1690,695,0,9305,0.421876,4218.76,26,0,0
1691,695,0,9305,0.421804,4218.04,26,0,0
1692,696,0,9304,0.421747,4217.47,26,0,0
1693,696,0,9304,0.421671,4216.71,26,0,0
1694,696,0,9304,0.421607,4216.07,26,0,0
1695,697,0,9303,0.421564,4215.64,26,0,0
1696,697,0,9303,0.421511,4215.11,26,0,0
1697,698,0,9302,0.421464,4214.64,26,0,0
1698,698,0,9302,0.421415,4214.15,26,0,0
1699,698,0,9302,0.421375,4213.75,26,0,0
1700,699,0,9301,0.421344,4213.44,26,0,0
1701,699,0,9301,0.421299,4212.99,26,0,0
1702,699,0,9301,0.421264,4212.64,26,0,0
1703,701,0,9299,0.421232,4212.32,26,0,0
1704,701,0,9299,0.421158,4211.58,26,0,0
1705,702,0,9298,0.421093,4210.94,26,0,0
1706,703,0,9297,0.421016,4210.16,26,0,0
1707,703,0,9297,0.420919,4209.19,26,0,0
1708,703,0,9297,0.420834,4208.34,26,0,0
1709,705,0,9295,0.420762,4207.62,26,0,0
1710,705,0,9295,0.42064,4206.4,26,0,0
1711,705,0,9295,0.420561,4205.61,26,0,0
1712,705,0,9295,0.420514,4205.14,26,0,0
1713,705,0,9295,0.420475,4204.75,26,0,0
1714,706,0,9294,0.420455,4204.55,26,0,0
1715,708,0,9292,0.420413,4204.13,26,0,0
1716,708,0,9292,0.420335,4203.35,26,0,0
1717,708,0,9292,0.420283,4202.83,26,0,0
1718,708,0,9292,0.420237,4202.37,26,0,0
1719,708,0,9292,0.420195,4201.95,26,0,0
1720,709,0,9291,0.420155,4201.55,26,0,0
1721,709,0,9291,0.420102,4201.02,26,0,0
1722,709,0,9291,0.420069,4200.69,26,0,0
1723,711,0,9289,0.420043,4200.43,26,0,0
1724,711,0,9289,0.419977,4199.77,26,0,0
1725,712,0,9288,0.419927,4199.27,26,0,0
1726,713,0,9287,0.419863,4198.63,26,0,0
1727,713,0,9287,0.419776,4197.76,26,0,0
1728,714,0,9286,0.419701,4197.01,26,0,0
1729,714,0,9286,0.419612,4196.12,26,0,0
1730,714,0,9286,0.419531,4195.31,26,0,0
1731,715,0,9285,0.419483,4194.83,26,0,0
1732,715,0,9285,0.419423,4194.23,26,0,0
1733,717,0,9283,0.419396,4193.96,26,0,0
1734,717,0,9283,0.419329,4193.29,26,0,0
1735,719,0,9281,0.419283,4192.83,26,0,0
1736,720,0,9280,0.41918,4191.8,26,0,0
1737,721,0,9279,0.419068,4190.68,26,0,0
1738,721,0,9279,0.418956,4189.56,26,0,0
1739,722,0,9278,0.418861,4188.61,26,0,0
1740,723,0,9277,0.418764,4187.64,26,0,0
1741,723,0,9277,0.41866,4186.6,26,0,0
1742,723,0,9277,0.418585,4185.85,26,0,0
1743,723,0,9277,0.418522,4185.22,26,0,0
1744,724,0,9276,0.418481,4184.81,26,0,0
1745,725,0,9275,0.418426,4184.26,26,0,0
1746,728,0,9272,0.418379,4183.79,26,0,0
1747,728,0,9272,0.418272,4182.72,26,0,0
1748,730,0,9270,0.418192,4181.92,26,0,0
1749,730,0,9270,0.41807,4180.7,26,0,0
1750,731,0,9269,0.417971,4179.71,26,0,0
1751,731,0,9269,0.417863,4178.63,26,0,0
1752,732,0,9268,0.41779,4177.9,26,0,0
1753,733,0,9267,0.417682,4176.82,26,0,0
1754,733,0,9267,0.417593,4175.93,26,0,0
1755,735,0,9265,0.417537,4175.37,26,0,0
1756,735,0,9265,0.41744,4174.4,26,0,0
1757,735,0,9265,0.417385,4173.85,26,0,0
1758,737,0,9263,0.417343,4173.43,26,0,0
1759,737,0,9263,0.41724,4172.4,26,0,0
1760,737,0,9263,0.417153,4171.53,26,0,0
1761,737,0,9263,0.417083,4170.83,26,0,0
1762,739,0,9261,0.417017,4170.17,26,0,0
1763,740,0,9260,0.416927,4169.27,26,0,0
1764,740,0,9260,0.416834,4168.34,26,0,0
1765,740,0,9260,0.416766,4167.67,26,0,0
1766,741,0,9259,0.416709,4167.09,26,0,0
1767,742,0,9258,0.416628,4166.28,26,0,0
1768,743,0,9257,0.41656,4165.6,26,0,0
1769,744,0,9256,0.41647,4164.7,26,0,0
1770,744,0,9256,0.41639,4163.9,26,0,0
1771,745,0,9255,0.416326,4163.26,26,0,0
1772,746,0,9254,0.41625,4162.5,26,0,0
1773,748,0,9252,0.416162,4161.62,27,0,0
1774,752,0,9248,0.416042,4160.42,27,0,0
1775,753,0,9247,0.415857,4158.57,27,0,0
1776,755,0,9245,0.4157,4157,27,0,0
1777,756,0,9244,0.415547,4155.47,27,0,0
1778,758,0,9242,0.415408,4154.08,27,0,0
1779,758,0,9242,0.415274,4152.74,27,0,0
1780,758,0,9242,0.415184,4151.84,27,0,0
1781,758,0,9242,0.415102,4151.02,27,0,0
1782,758,0,9242,0.415033,4150.33,27,0,0
1783,758,0,9242,0.414962,4149.62,27,0,0
1784,759,0,9241,0.414922,4149.22,27,0,0
1785,759,0,9241,0.414862,4148.62,27,0,0
1786,759,0,9241,0.414811,4148.11,27,0,0
1787,759,0,9241,0.414767,4147.67,27,0,0
1788,759,0,9241,0.414733,4147.33,27,0,0
1789,762,0,9238,0.4147,4147,27,0,0
1790,764,0,9236,0.414602,4146.02,27,0,0
1791,764,0,9236,0.414481,4144.81,27,0,0
1792,764,0,9236,0.414388,4143.88,27,0,0
1793,765,0,9235,0.414315,4143.15,27,0,0
1794,766,0,9234,0.414225,4142.25,27,0,0
1795,768,0,9232,0.414109,4141.09,27,0,0
1796,769,0,9231,0.414,4140,27,0,0
1797,770,0,9230,0.41387,4138.7,27,0,0
1798,771,0,9229,0.413771,4137.71,27,0,0
1799,773,0,9227,0.413686,4136.86,27,0,0
1800,774,0,9226,0.413583,4135.83,27,0,0
1801,774,0,9226,0.413469,4134.69,27,0,0
1802,775,0,9225,0.413385,4133.85,27,0,0
1803,776,0,9224,0.413276,4132.76,27,0,0
1804,777,0,9223,0.413155,4131.55,27,0,0
1805,778,0,9222,0.413047,4130.47,27,0,0
1806,778,0,9222,0.412952,4129.52,27,0,0
1807,778,0,9222,0.412875,4128.75,27,0,0
1808,779,0,9221,0.412811,4128.11,27,0,0
1809,780,0,9220,0.412736,4127.36,27,0,0
1810,781,0,9219,0.412667,4126.67,27,0,0
1811,781,0,9219,0.412593,4125.93,27,0,0
1812,783,0,9217,0.412535,4125.35,27,0,0
1813,783,0,9217,0.412458,4124.58,27,0,0
1814,784,0,9216,0.412396,4123.96,27,0,0
1815,784,0,9216,0.412326,4123.26,27,0,0
1816,784,0,9216,0.412263,4122.63,27,0,0
1817,785,0,9215,0.412202,4122.02,27,0,0
1818,786,0,9214,0.412123,4121.23,27,0,0
1819,786,0,9214,0.412019,4120.19,27,0,0
1820,788,0,9212,0.411936,4119.36,27,0,0
1821,790,0,9210,0.411839,4118.39,27,0,0
1822,791,0,9209,0.411729,4117.29,27,0,0
1823,791,0,9209,0.411629,4116.29,27,0,0
1824,791,0,9209,0.41157,4115.7,27,0,0
1825,792,0,9208,0.411515,4115.15,27,0,0
1826,793,0,9207,0.411447,4114.47,27,0,0
1827,794,0,9206,0.411357,4113.57,27,0,0
1828,794,0,9206,0.411257,4112.57,27,0,0
1829,795,0,9205,0.411178,4111.78,27,0,0
1830,795,0,9205,0.411087,4110.87,27,0,0
1831,795,0,9205,0.411003,4110.03,27,0,0
1832,795,0,9205,0.410939,4109.39,27,0,0
1833,795,0,9205,0.410883,4108.83,27,0,0
1834,795,0,9205,0.410837,4108.37,27,0,0
1835,795,0,9205,0.410801,4108.01,27,0,0
1836,797,0,9203,0.410764,4107.64,27,0,0
1837,797,0,9203,0.410683,4106.83,27,0,0
1838,797,0,9203,0.41063,4106.3,27,0,0
1839,797,0,9203,0.410581,4105.81,27,0,0
1840,797,0,9203,0.410543,4105.43,27,0,0
1841,797,0,9203,0.410511,4105.11,27,0,0
1842,797,0,9203,0.410483,4104.83,27,0,0
1843,797,0,9203,0.410455,4104.55,27,0,0
1844,799,0,9201,0.410434,4104.34,27,0,0
1845,799,0,9201,0.410359,4103.59,27,0,0
1846,800,0,9200,0.410309,4103.09,27,0,0
1847,800,0,9200,0.410251,4102.51,27,0,0
1848,800,0,9200,0.410211,4102.11,27,0,0
1849,801,0,9199,0.410172,4101.72,27,0,0
1850,801,0,9199,0.410118,4101.18,27,0,0
1851,801,0,9199,0.410074,4100.74,27,0,0
1852,802,0,9198,0.410035,4100.35,27,0,0
1853,802,0,9198,0.409979,4099.79,27,0,0
1854,803,0,9197,0.409933,4099.33,27,0,0
1855,803,0,9197,0.409861,4098.61,27,0,0
1856,803,0,9197,0.409803,4098.03,27,0,0
1857,803,0,9197,0.409759,4097.59,27,0,0
1858,804,0,9196,0.409722,4097.22,27,0,0
1859,804,0,9196,0.409699,4096.99,27,0,0
1860,805,0,9195,0.409678,4096.78,27,0,0
1861,805,0,9195,0.409649,4096.49,27,0,0
1862,805,0,9195,0.409622,4096.22,27,0,0
1863,805,0,9195,0.409598,4095.99,27,0,0
1864,805,0,9195,0.409575,4095.75,27,0,0
1865,805,0,9195,0.409552,4095.52,27,0,0
1866,805,0,9195,0.409529,4095.29,27,0,0
1867,806,0,9194,0.409507,4095.07,27,0,0
1868,807,0,9193,0.409451,4094.51,27,0,0
1869,807,0,9193,0.409391,4093.91,27,0,0
1870,807,0,9193,0.409344,4093.44,27,0,0
1871,807,0,9193,0.409302,4093.02,27,0,0
1872,808,0,9192,0.409265,4092.65,27,0,0
1873,809,0,9191,0.409224,4092.24,27,0,0
1874,809,0,9191,0.409164,4091.64,27,0,0
1875,811,0,9189,0.409115,4091.15,27,0,0
1876,813,0,9187,0.409026,4090.26,27,0,0
1877,814,0,9186,0.408875,4088.75,27,0,0
1878,814,0,9186,0.408738,4087.38,27,0,0
1879,814,0,9186,0.408622,4086.22,27,0,0
1880,814,0,9186,0.408533,4085.33,27,0,0
1881,814,0,9186,0.408479,4084.79,27,0,0
1882,814,0,9186,0.408456,4084.56,27,0,0
1883,814,0,9186,0.408435,4084.35,27,0,0
1884,815,0,9185,0.408419,4084.19,27,0,0
1885,815,0,9185,0.408397,4083.97,27,0,0
1886,816,0,9184,0.408384,4083.84,27,0,0
1887,816,0,9184,0.408346,4083.46,27,0,0
1888,817,0,9183,0.408313,4083.13,27,0,0
1889,817,0,9183,0.408259,4082.59,27,0,0
1890,817,0,9183,0.408211,4082.11,27,0,0
1891,818,0,9182,0.408172,4081.72,27,0,0
1892,818,0,9182,0.408111,4081.11,27,0,0
1893,819,0,9181,0.408067,4080.67,27,0,0
1894,819,0,9181,0.408017,4080.17,27,0,0
1895,819,0,9181,0.407978,4079.78,27,0,0
1896,819,0,9181,0.407955,4079.55,27,0,0
1897,819,0,9181,0.407926,4079.26,27,0,0
1898,819,0,9181,0.407913,4079.13,27,0,0
1899,821,0,9179,0.407898,4078.98,27,0,0
1900,821,0,9179,0.407807,4078.07,27,0,0
1901,822,0,9178,0.407735,4077.35,27,0,0
1902,822,0,9178,0.407665,4076.65,27,0,0
1903,823,0,9177,0.407613,4076.13,28,0,0
1904,823,0,9177,0.407561,4075.61,28,0,0
1905,825,0,9175,0.407516,4075.16,28,0,0
1906,825,0,9175,0.407456,4074.56,28,0,0
1907,825,0,9175,0.407405,4074.05,28,0,0
1908,826,0,9174,0.40736,4073.6,28,0,0
1909,826,0,9174,0.407298,4072.98,28,0,0
1910,826,0,9174,0.407249,4072.49,28,0,0
1911,827,0,9173,0.407205,4072.05,28,0,0
1912,827,0,9173,0.40715,4071.5,28,0,0
1913,827,0,9173,0.407108,4071.08,28,0,0
1914,827,0,9173,0.407071,4070.71,28,0,0
1915,827,0,9173,0.407033,4070.33,28,0,0
1916,827,0,9173,0.406998,4069.98,28,0,0
1917,829,0,9171,0.406964,4069.64,28,0,0
1918,830,0,9170,0.406891,4068.91,28,0,0
1919,830,0,9170,0.406803,4068.03,28,0,0
1920,831,0,9169,0.406742,4067.42,28,0,0
1921,831,0,9169,0.40665,4066.5,28,0,0
1922,831,0,9169,0.406573,4065.73,28,0,0
1923,832,0,9168,0.406536,4065.36,28,0,0
1924,832,0,9168,0.406459,4064.59,28,0,0
1925,833,0,9167,0.406417,4064.17,28,0,0
1926,833,0,9167,0.406357,4063.57,28,0,0
1927,834,0,9166,0.406318,4063.18,28,0,0
1928,834,0,9166,0.406278,4062.78,28,0,0
1929,836,0,9164,0.406248,4062.48,28,0,0
1930,836,0,9164,0.406178,4061.78,28,0,0
1931,836,0,9164,0.40612,4061.2,28,0,0
1932,837,0,9163,0.406082,4060.82,28,0,0
1933,840,0,9160,0.406006,4060.06,28,0,0
1934,841,0,9159,0.405841,4058.41,28,0,0
1935,842,0,9158,0.405686,4056.86,28,0,0
1936,844,0,9156,0.405528,4055.28,28,0,0
1937,844,0,9156,0.405354,4053.54,28,0,0
1938,844,0,9156,0.405246,4052.46,28,0,0
1939,844,0,9156,0.40516,4051.6,28,0,0
1940,844,0,9156,0.405107,4051.07,28,0,0
1941,844,0,9156,0.405073,4050.73,28,0,0
1942,844,0,9156,0.405053,4050.53,28,0,0
1943,845,0,9155,0.405029,4050.29,28,0,0
1944,846,0,9154,0.404998,4049.98,28,0,0
1945,846,0,9154,0.404947,4049.47,28,0,0
1946,846,0,9154,0.404906,4049.06,28,0,0
1947,846,0,9154,0.404871,4048.71,28,0,0
1948,847,0,9153,0.404847,4048.47,28,0,0
1949,847,0,9153,0.404803,4048.03,28,0,0
1950,847,0,9153,0.404766,4047.66,28,0,0
1951,848,0,9152,0.404746,4047.46,28,0,0
1952,848,0,9152,0.404705,4047.05,28,0,0
1953,849,0,9151,0.404671,4046.71,28,0,0
1954,850,0,9150,0.404615,4046.15,28,0,0
1955,850,0,9150,0.404539,4045.39,28,0,0
1956,852,0,9148,0.404474,4044.74,28,0,0
1957,854,0,9146,0.404358,4043.58,28,0,0
1958,855,0,9145,0.404221,4042.21,28,0,0
1959,856,0,9144,0.404081,4040.81,28,0,0
1960,857,0,9143,0.403946,4039.46,28,0,0
1961,857,0,9143,0.403831,4038.31,28,0,0
1962,857,0,9143,0.403751,4037.51,28,0,0
1963,857,0,9143,0.403691,4036.91,28,0,0
1964,857,0,9143,0.403644,4036.44,28,0,0
1965,857,0,9143,0.403625,4036.25,28,0,0
1966,857,0,9143,0.403602,4036.02,28,0,0
1967,857,0,9143,0.403591,4035.91,28,0,0
1968,858,0,9142,0.403579,4035.79,28,0,0
1969,858,0,9142,0.403546,4035.46,28,0,0
1970,858,0,9142,0.403519,4035.19,28,0,0
1971,858,0,9142,0.403498,4034.98,28,0,0
1972,860,0,9140,0.403478,4034.78,28,0,0
1973,860,0,9140,0.403399,4033.99,28,0,0
1974,861,0,9139,0.403343,4033.43,28,0,0
1975,861,0,9139,0.403284,4032.84,28,0,0
1976,862,0,9138,0.40323,4032.3,28,0,0
1977,863,0,9137,0.403169,4031.69,28,0,0
1978,867,0,9133,0.403102,4031.02,28,0,0
1979,867,0,9133,0.402915,4029.15,28,0,0
1980,868,0,9132,0.402778,4027.78,28,0,0
1981,869,0,9131,0.402647,4026.47,28,0,0
1982,869,0,9131,0.402526,4025.26,28,0,0
1983,869,0,9131,0.402445,4024.45,28,0,0
1984,869,0,9131,0.402386,4023.86,28,0,0
1985,869,0,9131,0.402337,4023.37,28,0,0
1986,872,0,9128,0.402302,4023.02,28,0,0
1987,873,0,9127,0.402211,4022.11,28,0,0
1988,873,0,9127,0.402112,4021.11,28,0,0
1989,874,0,9126,0.402041,4020.41,28,0,0
1990,874,0,9126,0.401953,4019.53,28,0,0
1991,874,0,9126,0.401873,4018.73,28,0,0
1992,874,0,9126,0.401801,4018.01,28,0,0
1993,874,0,9126,0.40175,4017.5,28,0,0
1994,874,0,9126,0.401711,4017.11,28,0,0
1995,874,0,9126,0.401696,4016.96,28,0,0
1996,874,0,9126,0.40168,4016.8,28,0,0
1997,878,0,9122,0.401669,4016.69,28,0,0
1998,881,0,9119,0.401546,4015.46,28,0,0
1999,881,0,9119,0.401397,4013.97,28,0,0
2000,881,0,9119,0.401282,4012.82,28,0,0
2001,882,0,9118,0.401135,4011.35,28,0,0
2002,882,0,9118,0.401039,4010.39,28,0,0
2003,882,0,9118,0.400967,4009.67,28,0,0
2004,883,0,9117,0.400912,4009.12,28,0,0
2005,883,0,9117,0.400841,4008.41,28,0,0
2006,883,0,9117,0.400788,4007.88,28,0,0
2007,883,0,9117,0.400742,4007.42,28,0,0
2008,884,0,9116,0.400709,4007.09,28,0,0
2009,885,0,9115,0.400673,4006.73,28,0,0
2010,886,0,9114,0.400612,4006.12,28,0,0
2011,887,0,9113,0.400527,4005.27,28,0,0
2012,887,0,9113,0.400438,4004.38,28,0,0
2013,887,0,9113,0.400361,4003.61,28,0,0
2014,887,0,9113,0.400299,4002.99,28,0,0
2015,889,0,9111,0.400257,4002.57,28,0,0
2016,889,0,9111,0.400185,4001.85,28,0,0
2017,890,0,9110,0.400133,4001.33,28,0,0
2018,890,0,9110,0.400077,4000.77,28,0,0
2019,890,0,9110,0.400033,4000.33,28,0,0
2020,891,0,9109,0.399998,3999.98,28,0,0
2021,891,0,9109,0.399942,3999.42,28,0,0
2022,891,0,9109,0.399895,3998.95,28,0,0
2023,891,0,9109,0.399866,3998.66,28,0,0
2024,891,0,9109,0.399839,3998.39,28,0,0
2025,893,0,9107,0.399812,3998.12,28,0,0
2026,894,0,9106,0.399743,3997.43,28,0,0
2027,894,0,9106,0.399648,3996.48,28,0,0
2028,895,0,9105,0.399572,3995.72,28,0,0
2029,895,0,9105,0.399486,3994.86,28,0,0
2030,895,0,9105,0.399417,3994.17,28,0,0
2031,895,0,9105,0.399389,3993.89,28,0,0
2032,896,0,9104,0.399368,3993.68,28,0,0
2033,896,0,9104,0.39932,3993.2,28,0,0
2034,896,0,9104,0.399277,3992.77,28,0,0
2035,896,0,9104,0.399241,3992.41,28,0,0
2036,896,0,9104,0.39921,3992.1,28,0,0
2037,896,0,9104,0.399188,3991.88,28,0,0
2038,896,0,9104,0.399179,3991.79,28,0,0
2039,899,0,9101,0.399169,3991.69,28,0,0
2040,899,0,9101,0.399084,3990.84,28,0,0
2041,899,0,9101,0.399026,3990.26,28,0,0
2042,900,0,9100,0.398983,3989.83,28,0,0
2043,901,0,9099,0.398915,3989.15,28,0,0
2044,901,0,9099,0.398844,3988.44,28,0,0
2045,902,0,9098,0.398786,3987.86,28,0,0
2046,903,0,9097,0.398716,3987.16,28,0,0
2047,903,0,9097,0.398638,3986.38,28,0,0
2048,905,0,9095,0.398576,3985.76,28,0,0
2049,905,0,9095,0.398471,3984.71,28,0,0
2050,905,0,9095,0.398391,3983.91,28,0,0
2051,905,0,9095,0.398325,3983.25,28,0,0
2052,906,0,9094,0.398265,3982.65,28,0,0
2053,906,0,9094,0.398194,3981.94,28,0,0
2054,908,0,9092,0.398142,3981.42,29,0,0
2055,909,0,9091,0.39805,3980.5,29,0,0
2056,909,0,9091,0.397962,3979.62,29,0,0
2057,909,0,9091,0.397895,3978.95,29,0,0
2058,909,0,9091,0.397846,3978.46,29,0,0
2059,910,0,9090,0.397809,3978.09,29,0,0
2060,910,0,9090,0.397754,3977.54,29,0,0
2061,911,0,9089,0.397716,3977.16,29,0,0
2062,911,0,9089,0.397656,3976.56,29,0,0
2063,912,0,9088,0.397613,3976.13,29,0,0
2064,913,0,9087,0.397542,3975.42,29,0,0
2065,913,0,9087,0.397455,3974.55,29,0,0
2066,913,0,9087,0.397383,3973.83,29,0,0
2067,913,0,9087,0.397319,3973.19,29,0,0
2068,913,0,9087,0.397278,3972.78,29,0,0
2069,915,0,9085,0.397261,3972.61,29,0,0
2070,915,0,9085,0.397218,3972.18,29,0,0
2071,915,0,9085,0.397179,3971.79,29,0,0
2072,915,0,9085,0.397148,3971.48,29,0,0
2073,917,0,9083,0.397117,3971.17,29,0,0
2074,918,0,9082,0.397046,3970.46,29,0,0
2075,918,0,9082,0.396971,3969.71,29,0,0
2076,920,0,9080,0.396916,3969.16,29,0,0
2077,920,0,9080,0.396815,3968.15,29,0,0
2078,920,0,9080,0.396738,3967.38,29,0,0
2079,920,0,9080,0.396675,3966.75,29,0,0
2080,921,0,9079,0.396617,3966.17,29,0,0
2081,921,0,9079,0.396546,3965.46,29,0,0
2082,921,0,9079,0.396487,3964.87,29,0,0
2083,922,0,9078,0.396439,3964.39,29,0,0
2084,922,0,9078,0.396371,3963.71,29,0,0
2085,923,0,9077,0.396333,3963.33,29,0,0
2086,923,0,9077,0.396276,3962.76,29,0,0
2087,924,0,9076,0.396224,3962.24,29,0,0
2088,924,0,9076,0.396152,3961.52,29,0,0
2089,924,0,9076,0.396099,3960.99,29,0,0
2090,924,0,9076,0.396055,3960.55,29,0,0
2091,925,0,9075,0.396034,3960.34,29,0,0
2092,925,0,9075,0.395986,3959.86,29,0,0
2093,926,0,9074,0.395945,3959.45,29,0,0
2094,926,0,9074,0.395882,3958.82,29,0,0
2095,926,0,9074,0.395831,3958.31,29,0,0
2096,926,0,9074,0.395807,3958.07,29,0,0
2097,928,0,9072,0.395786,3957.86,29,0,0
2098,928,0,9072,0.395713,3957.13,29,0,0
2099,929,0,9071,0.39567,3956.7,29,0,0
2100,929,0,9071,0.395611,3956.11,29,0,0
2101,929,0,9071,0.395559,3955.59,29,0,0
2102,930,0,9070,0.395519,3955.19,29,0,0
2103,931,0,9069,0.395458,3954.58,29,0,0
2104,931,0,9069,0.395387,3953.87,29,0,0
2105,931,0,9069,0.395334,3953.34,29,0,0
2106,932,0,9068,0.395291,3952.91,29,0,0
2107,932,0,9068,0.39523,3952.3,29,0,0
2108,934,0,9066,0.395193,3951.93,29,0,0
2109,935,0,9065,0.395109,3951.09,29,0,0
2110,935,0,9065,0.395015,3950.15,29,0,0
2111,937,0,9063,0.394948,3949.48,30,0,0
2112,938,0,9062,0.394845,3948.45,30,0,0
2113,938,0,9062,0.394732,3947.32,30,0,0
2114,938,0,9062,0.394644,3946.44,30,0,0
2115,938,0,9062,0.394578,3945.78,30,0,0
2116,938,0,9062,0.394528,3945.28,30,0,0
2117,938,0,9062,0.394488,3944.88,30,0,0
2118,938,0,9062,0.394462,3944.62,30,0,0
2119,938,0,9062,0.394444,3944.44,30,0,0
2120,940,0,9060,0.394427,3944.27,30,0,0
2121,942,0,9058,0.394362,3943.62,30,0,0
2122,943,0,9057,0.394237,3942.37,30,0,0
2123,945,0,9055,0.39411,3941.1,30,0,0
2124,945,0,9055,0.393963,3939.62,30,0,0
2125,948,0,9052,0.39387,3938.7,30,0,0
2126,950,0,9050,0.393717,3937.17,30,0,0
2127,951,0,9049,0.393562,3935.62,30,0,0
2128,952,0,9048,0.393437,3934.37,30,0,0
2129,954,0,9046,0.393311,3933.11,30,0,0
2130,955,0,9045,0.393155,3931.55,30,0,0
2131,957,0,9043,0.393001,3930.01,30,0,0
2132,959,0,9041,0.392847,3928.47,30,0,0
2133,960,0,9040,0.392663,3926.63,30,0,0
2134,960,0,9040,0.39251,3925.1,30,0,0
2135,962,0,9038,0.392394,3923.94,30,0,0
2136,964,0,9036,0.392252,3922.52,30,0,0
2137,964,0,9036,0.392098,3920.98,30,0,0
2138,965,0,9035,0.391977,3919.77,30,0,0
2139,966,0,9034,0.391859,3918.59,30,0,0
2140,968,0,9032,0.391737,3917.37,30,0,0
2141,968,0,9032,0.391613,3916.13,30,0,0
2142,969,0,9031,0.391523,3915.23,30,0,0
2143,970,0,9030,0.391424,3914.24,31,0,0
2144,972,0,9028,0.391302,3913.02,31,0,0
2145,974,0,9026,0.391175,3911.75,31,0,0
2146,975,0,9025,0.391019,3910.19,31,0,0
2147,976,0,9024,0.390878,3908.78,31,0,0
2148,976,0,9024,0.390758,3907.58,31,0,0
2149,976,0,9024,0.390652,3906.52,31,0,0
2150,977,0,9023,0.39056,3905.6,31,0,0
2151,977,0,9023,0.390477,3904.77,31,0,0
2152,978,0,9022,0.390401,3904.01,31,0,0
2153,979,0,9021,0.390344,3903.44,31,0,0
2154,979,0,9021,0.390271,3902.71,31,0,0
2155,979,0,9021,0.39021,3902.1,31,0,0
2156,980,0,9020,0.390164,3901.64,31,0,0
2157,981,0,9019,0.390095,3900.95,31,0,0
2158,982,0,9018,0.390019,3900.19,31,0,0
2159,983,0,9017,0.389919,3899.19,31,0,0
2160,983,0,9017,0.38982,3898.2,31,0,0
2161,983,0,9017,0.389754,3897.54,31,0,0
2162,983,0,9017,0.389698,3896.98,31,0,0
2163,983,0,9017,0.38966,3896.6,31,0,0
2164,984,0,9016,0.389637,3896.37,31,0,0
2165,985,0,9015,0.389606,3896.06,31,0,0
2166,987,0,9013,0.389563,3895.63,31,0,0
2167,988,0,9012,0.389481,3894.81,31,0,0
2168,989,0,9011,0.389386,3893.86,31,0,0
2169,990,0,9010,0.389283,3892.83,31,0,0
